accuracy,auc_1,loss,precision_1,recall_1,val_accuracy,val_auc_1,val_loss,val_precision_1,val_recall_1,learning_rate
0.6044921875,0.7288699746131897,1.6363444328308105,0.21194559335708618,0.7254070043563843,0.17236328125,0.8037048578262329,2.7710931301116943,0.149949848651886,1.0,0.0010000000474974513
0.7456207275390625,0.87375807762146,1.2792856693267822,0.32925206422805786,0.8786975741386414,0.274658203125,0.8308901786804199,2.30957293510437,0.16661983728408813,0.9916387796401978,0.0010000000474974513
0.755279541015625,0.8834051489830017,1.1735687255859375,0.33847036957740784,0.8788121938705444,0.655517578125,0.8242005705833435,1.4725197553634644,0.2765255570411682,0.8411371111869812,0.0010000000474974513
0.742584228515625,0.9074093699455261,1.1031029224395752,0.33293694257736206,0.9308644533157349,0.6923828125,0.7858703136444092,1.43455970287323,0.28944021463394165,0.760869562625885,0.0010000000474974513
0.74761962890625,0.917362630367279,1.0618360042572021,0.3394133448600769,0.947259783744812,0.384765625,0.7404264807701111,1.6882569789886475,0.17357337474822998,0.8545150756835938,0.0010000000474974513
0.7695465087890625,0.9211852550506592,1.0323026180267334,0.3600105345249176,0.9407246112823486,0.3486328125,0.6868231892585754,2.0358452796936035,0.1639610379934311,0.8444815874099731,0.0010000000474974513
0.778839111328125,0.9276872873306274,1.007261037826538,0.3705365061759949,0.9470304846763611,0.52587890625,0.642219066619873,2.237215995788574,0.18685927987098694,0.670568585395813,0.0010000000474974513
0.776947021484375,0.9339199066162109,0.9861844182014465,0.3693609833717346,0.9556294679641724,0.67529296875,0.5907907485961914,3.142108678817749,0.21406249701976776,0.45819398760795593,0.0010000000474974513
0.7873992919921875,0.9384182691574097,0.9671986699104309,0.38129299879074097,0.9595276117324829,0.715087890625,0.562599778175354,4.154664039611816,0.22722914814949036,0.39632105827331543,0.0010000000474974513
0.804229736328125,0.9423300623893738,0.947239875793457,0.40167543292045593,0.9620499610900879,0.715087890625,0.5574429631233215,4.410858631134033,0.22512076795101166,0.38963210582733154,0.0010000000474974513
0.8177947998046875,0.9468262195587158,0.9265946745872498,0.419625461101532,0.9634258151054382,0.7197265625,0.5641058683395386,4.1903910636901855,0.23455598950386047,0.40635451674461365,0.0010000000474974513
0.8185272216796875,0.9504599571228027,0.9090685844421387,0.42102116346359253,0.9690437912940979,0.738037109375,0.5703544020652771,3.8138535022735596,0.25078698992729187,0.39966556429862976,0.0005000000237487257
0.824432373046875,0.9530074000358582,0.8963527679443359,0.42930421233177185,0.9691584706306458,0.759033203125,0.5724499225616455,3.6188058853149414,0.26982247829437256,0.3812709152698517,0.0005000000237487257
0.827392578125,0.9548863768577576,0.8855041265487671,0.43388810753822327,0.9744324684143066,0.78173828125,0.5748705267906189,3.373211145401001,0.2950138449668884,0.35618728399276733,0.0005000000237487257
0.82818603515625,0.9570809006690979,0.8735977411270142,0.4353013038635254,0.9789039492607117,0.795654296875,0.5853294134140015,2.981370687484741,0.3175572454929352,0.3478260934352875,0.0005000000237487257
0.8314361572265625,0.9579169154167175,0.8661255240440369,0.4402528703212738,0.9821141958236694,0.815185546875,0.6027063727378845,2.626814126968384,0.36125653982162476,0.3461538553237915,0.0005000000237487257
0.835723876953125,0.9603954553604126,0.8532764911651611,0.4467097818851471,0.9822288751602173,0.84130859375,0.6162315011024475,2.4411909580230713,0.44170403480529785,0.3294314444065094,0.0005000000237487257
0.8420257568359375,0.9625378847122192,0.8397989273071289,0.45670294761657715,0.9862416982650757,0.8544921875,0.6367493867874146,2.225552797317505,0.5025641322135925,0.3277592062950134,0.0005000000237487257
0.8509979248046875,0.9637786746025085,0.8293726444244385,0.4714042842388153,0.985668420791626,0.8623046875,0.6656538248062134,2.017415761947632,0.5404762029647827,0.3795986473560333,0.0002500000118743628
